city,location,price,bedrooms,baths,size,title,page_url,date_added,property_type,latitude,longitude,number_of_photos,province,agency,purpose
Multan,"Buch Executive Villas, Multan",15500000,4,4,1125,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_new_brand_house_available_for_sale-46710696-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,24,Punjab,Askari Property,Buy
Multan,"Buch Executive Villas, Multan",14000000,3,4,1125,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_park_house_for_sale-47110643-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,24,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",34000000,5,6,2250,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_brand_new_luxurious_park_facing_house_available_for_sale_at_prime_location-46927897-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,37,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",11000000,3,4,1012,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_4_5_marla_beautiful_triple_storey_house_available_for_sale_at_prime_location-46928288-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,27,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",14000000,3,4,1125,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_ultra_modern_triple_storey_facing_park_house_available_for_sale-47194247-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,33,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",15000000,4,4,1350,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_ultra_modern_triple_storey_house_available_for_sale_at_prime-46928920-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,22,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",14300000,3,4,1125,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_ultra_modern_tripple_story_house_available_for_sale_at_prime_location-46927093-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,19,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",33500000,5,6,2250,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_brand_new_ultra_modern_triple_storey_house_available_for_sale_at_main_boulevard-46927489-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,44,Punjab,Al-Burooj Properties,Buy
Multan,"Buch Executive Villas, Multan",35000000,6,6,2250,A BRAND NEW HOUSE IN SHALIMAR 3 MARLA,https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_modern_luxurious_house_for_sale_in_buch_executive_villa_s-47301291-8627-1.html,Added: 1 week ago,Houses_Property,30.2868,71.49,50,Punjab,Askari Property,Buy
Multan,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",64000000,6,6,4500,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_ideal_20_marla_house_has_landed_on_market_in_wapda_town_phase_1_-_block_e_multan-47171374-14204-1.html,Added: 1 week ago,Houses_Property,30.233085,71.507195,14,Punjab,Ahbab Associates,Buy
Multan,"Zakariya Town, Multan",3500000,3,2,450,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_zakariya_town_2_marla_new_construction_house_available_for_sale_in_zakariya_town_multan-47464451-1518-1.html,Added: 1 week ago,Houses_Property,30.228184,71.488398,17,Punjab,Reliance Associates,Buy
Multan,"Zakariya Town, Multan",12000000,4,5,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_zakariya_town_5_marla_pair_house_in_zakariya_town_multan-47500605-1518-1.html,Added: 1 week ago,Houses_Property,30.228184,71.488398,28,Punjab,Reliance Associates,Buy
Multan,"Buch Executive Villas, Multan",13000000,3,4,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_plot_for_sale_in_buch_villas-47600751-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,28,Punjab,PROPERTY POINT,Buy
Multan,"Buch Executive Villas, Multan",13000000,3,4,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_house_for_sale_in_buch_villas-47600738-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,17,Punjab,PROPERTY POINT,Buy
Multan,"Buch Executive Villas, Multan",37000000,6,6,2475,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_beautiful_double_story_luxury_house_for_sale-47342556-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,6,Punjab,Askari Property,Buy
Multan,"DHA Phase 1 - Sector U, DHA Phase 1",22500000,0,0,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_u_double_storey_10_marla_house_available_in_dha_phase_1_-_sector_u_for_sale-47193341-14320-1.html,Added: 1 week ago,Houses_Property,30.291604,71.54486,34,Punjab,Reliance Associates,Buy
Multan,"Shalimar Colony, Multan",9500000,3,4,900,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_shalimar_colony_4_marla_designer_house_for_sale_in_shalimar_colony_near_model_town-47597332-346-1.html,Added: 1 week ago,Houses_Property,30.241087,71.489875,15,Punjab,Waqas Associates,Buy
Multan,"Royal Orchard - Block F, Royal Orchard",37500000,5,6,2700,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_12_marla_designer_house_for_sale_in_royal_orchard_multan-47597224-9499-1.html,Added: 1 week ago,Houses_Property,30.258049,71.560429,38,Punjab,Waqas Associates,Buy
Multan,"Wapda Town Phase 1 - Block D, Wapda Town Phase 1",34000000,5,6,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_d_10_mrla_corner_spanish_house_for_sale_in_wapda_town_ph_1_d_block-46871560-14203-1.html,Added: 1 week ago,Houses_Property,30.240541,71.507038,15,Punjab,Waqas Associates,Buy
Multan,"Royal Orchard - Block C, Royal Orchard",30000000,4,5,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_10_marla_park_facing_house_for_sale_in_royal_orchard_multan-46942080-9496-1.html,Added: 1 week ago,Houses_Property,30.253458,71.554863,17,Punjab,Waqas Associates,Buy
Multan,"Wapda Town Phase 2, Wapda Town",20000000,4,5,1575,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_7_marla_investor_rate_house_for_sale_in_wapda_town_multan-47187311-5825-1.html,Added: 1 week ago,Houses_Property,30.236342,71.526875,8,Punjab,Waqas Associates,Buy
Multan,"Royal Orchard - Block C, Royal Orchard",33500000,5,6,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_10_spanish_design_park_facing_house_for_sale_in_royal_orchard_multan-47187811-9496-1.html,Added: 1 week ago,Houses_Property,30.253458,71.554863,30,Punjab,Waqas Associates,Buy
Multan,"Shalimar Colony, Multan",22000000,4,6,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_shalimar_colony_10_marla_beautiful_house_for_sale_in_multan_shalimar_colony-47424148-346-1.html,Added: 1 week ago,Houses_Property,30.241087,71.489875,20,Punjab,Waqas Associates,Buy
Multan,"Model Town - Block C, Model Town",17000000,0,0,1575,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/model_town_model_town_-_block_c_beautiful_and_luxurious_house_in_mps_road-47596769-5774-1.html,Added: 1 week ago,Houses_Property,30.24561,71.50202,14,Punjab,Askari Property,Buy
Multan,"Citi Housing - Block C, Citi Housing Phase 1",9000000,3,4,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_-_block_c_5_marla_house_for_sale_modern_looks_high_classe_built_quality-46724403-17369-1.html,Added: 1 week ago,Houses_Property,30.318043,71.513581,16,Punjab,Smart Real Estate,Buy
Multan,"Buch Executive Villas, Multan",14500000,4,4,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_5_marla_for_sale_buch_villas-47590493-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,28,Punjab,Property Business Center,Buy
Multan,"Wapda Town Phase 1, Wapda Town",25000000,4,6,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_brand_new_luxrey_house_for_sale_wapda_town_multan-45222609-5821-1.html,Added: 1 week ago,Houses_Property,30.242756,71.508542,22,Punjab,Daud Associates,Buy
Multan,"Multan Public School Road, Multan",14000000,4,4,1350,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_brand_new_spanish_luxrey_house_for_sale-45368002-8902-1.html,Added: 1 week ago,Houses_Property,30.248301,71.519332,24,Punjab,Daud Associates,Buy
Multan,"Wapda Town, Multan",24000000,5,4,2250,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_wapda_town_beautiful_house_for_sale_wapda_town_multan_10_marla-45420526-5820-1.html,Added: 1 week ago,Houses_Property,30.242756,71.508543,19,Punjab,Daud Associates,Buy
Multan,"Shalimar Colony, Multan",13000000,4,5,1125,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_shalimar_colony_brand_new_house_for_sale_in_shalimar_clony_multan-46553859-346-1.html,Added: 1 week ago,Houses_Property,30.241087,71.489875,38,Punjab,Daud Associates,Buy
Multan,"Buch Executive Villas, Multan",20000000,5,6,1462,"Ideal 20 Marla House has landed on market in Wapda Town Phase 1 - Block E, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_6_5_marla_brand_new_house_for_sale_in_buch_villas_multan-46533096-8627-1.html,Added: 1 week ago,Houses_Property,30.286812,71.489983,22,Punjab,Daud Associates,Buy
Multan,"Askari 3, DHA Defence",25000000,0,0,2700,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/dha_defence_askari_3_prime_location_12_marla_house_is_available_for_sale-47090182-17156-1.html,Added: 1 week ago,Houses_Property,30.2945681,71.5114415,5,Punjab,Al Wahid Associates,Buy
Multan,"North Gulgasht, Multan",31000000,7,6,4500,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/multan_north_gulgasht_1_kanal_good_location_house_available_for_sale_in_new_gulgasht_khan_village_road_multan-47509847-8680-1.html,Added: 1 week ago,Houses_Property,30.234895,71.472631,10,Punjab,Yasir Anis Associates,Buy
Multan,"DHA Phase 1 - Sector B1 Commercial, DHA Phase 1 - Sector B1",27000000,0,0,2250,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/dha_phase_1_sector_b1_dha_phase_1_-_sector_b1_commercial_10_marla_villa_available_for_sale_on_installments_in_dha_multan_sector_b1_multan-41385132-15634-1.html,Added: 1 week ago,Houses_Property,30.296862,71.528438,5,Punjab,Aeon & Trisl,Buy
Multan,"Dream Garden, Purana Shujabad Road",45000000,4,5,2250,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_get_your_hands_on_house_in_multan_best_area-47521100-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,6,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",38000000,4,5,1912,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_buying_a_house_in_multan-47521102-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,6,Punjab,Eman Marketing,Buy
Multan,"Faisal Cottages Phase 2, Faisal Cottages",30000000,4,5,1845,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/faisal_cottages_faisal_cottages_phase_2_house_available_for_sale_in_faisal_cottages_phase_2-47521104-12120-1.html,Added: 1 week ago,Houses_Property,30.151813,71.43904,5,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_premium_5_marla_house_is_available_for_sale_in_multan-47521108-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,5,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_a_centrally_located_house_is_available_for_sale_in_multan-47521111-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,8,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_own_a_house_in_5_marla_multan-47521113-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,8,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_5_marla_house_is_available_for_sale-47521114-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,6,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19000000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_5_marla_house_available_for_sale_in_dream_garden_if_you_hurry-47521116-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,6,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19000000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_end_your_search_for_house_here_and_sale_now-47521118-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,5,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19000000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_5_marla_spacious_house_is_available_in_dream_garden_for_sale-47521121-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,8,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_a_well_designed_house_is_up_for_sale_in_an_ideal_location_in_multan-47521123-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,5,Punjab,Eman Marketing,Buy
Multan,"Dream Garden, Purana Shujabad Road",19500000,3,4,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/purana_shujabad_road_dream_garden_in_dream_garden_of_multan_a_5_marla_house_is_available-47521125-8903-1.html,Added: 1 week ago,Houses_Property,30.143331,71.426336,6,Punjab,Eman Marketing,Buy
Multan,"New Shalimar Colony, Multan",17000000,3,4,2250,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/multan_new_shalimar_colony_well-constructed_fully_furnished_house_available_for_sale_in_new_shalimar_colony-46428255-12124-1.html,Added: 1 week ago,Houses_Property,30.239926,71.491966,15,Punjab,Property Real Estate,Buy
Multan,"Multan Public School Road, Multan",13500000,4,5,1125,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/multan_multan_public_school_road_5_75_marla_beautiful_spanish_house_for_sale_in_coco_home_near_mps_road_multan-47570596-8902-1.html,Added: 1 week ago,Houses_Property,30.248301,71.519332,10,Punjab,Madina Associates,Buy
Multan,"Shalimar Colony, Multan",18500000,4,5,1575,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/multan_shalimar_colony_7_marla_house_in_shalimar_colony_is_available_for_sale-46757454-346-1.html,Added: 1 week ago,Houses_Property,30.241087,71.489875,28,Punjab,Future Realtors,Buy
Multan,"Classic Villas, Canal Bank Road",3800000,3,3,788,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/canal_bank_road_classic_villas_affordable_house_for_sale_in_classic_villas-47453911-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",4000000,3,3,788,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/canal_bank_road_classic_villas_prominently-located_3_marla_house_available_in_classic_villas-47453930-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",4200000,3,3,788,"7th to 11th Floor Apartment Is Available For Sale In 
De Orion Mall",https://www.zameen.com/Property/canal_bank_road_classic_villas_buy_a_house_of_3_marla_in_classic_villas-47453933-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",6000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_well-constructed_house_available_for_sale_in_classic_villas-47453936-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_ready_to_buy_a_house_6_marla_in_classic_villas-47453939-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7700000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_your_dream_6_marla_house_is_available_in_classic_villas-47453943-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,16,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7700000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_buying_a_house_in_classic_villas-47453946-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",4000000,3,3,788,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_perfect_3_marla_house_in_classic_villas_for_sale-47453949-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",6000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_house_sized_6_marla_in_classic_villas-47453952-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_find_your_ideal_house_in_multan_under_rs_7000000-47453956-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7700000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_centrally_located_house_in_classic_villas_is_available_for_sale-47453959-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",7000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_prominently-located_6_marla_house_available_in_classic_villas-47453963-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",6000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_6_marla_house_in_canal_bank_road_for_sale_at_good_location-47453966-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",4200000,3,3,788,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_highly-desirable_house_available_in_classic_villas_for_sale-47453968-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Classic Villas, Canal Bank Road",6000000,5,5,1350,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/canal_bank_road_classic_villas_classic_villas_house_sized_6_marla-47453971-11334-1.html,Added: 1 week ago,Houses_Property,30.213351,71.413618,15,Punjab,Hammad Real Estate,Buy
Multan,"Buch Executive Villas, Multan",30000000,5,6,2025,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_spanish_villa_for_sale_in_buch_villas_multan-47084473-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,13,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",15500000,4,5,1125,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_ideally_located_house_of_5_marla_is_available_for_sale_in_buch_executive_villas-47565998-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,12,Punjab,Bucha Associates,Buy
Multan,"Buch Executive Villas, Multan",28000000,6,6,2250,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_spanish_house_available_for_sale_at_prime_location-43956707-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,20,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",14500000,3,4,1125,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_beautiful_luxury_house_available_for_sale_in_buch_villas-44860549-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,12,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",13000000,4,5,1125,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_inverter_rate_spanish_double_storey_luxury_house_available_for_sale_in_buch_villas-44860220-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,35,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",15000000,4,5,1125,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_luxury_house_available_for_sale_in_buch_villas-44860268-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,15,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Wapda Town Phase 1, Wapda Town",21000000,4,5,1575,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_7_marla_brand_new_double_storey_luxury_beautiful_house_available_for_sale_in_wapda_town_phase_1-44866203-5821-1.html,Added: 2 weeks ago,Houses_Property,30.242756,71.508542,31,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Zakariya Town, Multan",17000000,6,6,2475,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_zakariya_town_11_marla_beautiful_double_storey_luxury_house_available_for_sale_in_zakriya_town_at_prime_location-44878000-1518-1.html,Added: 2 weeks ago,Houses_Property,30.228184,71.488398,19,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Buch Executive Villas, Multan",14000000,4,5,1125,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_beautiful_luxury_house_available_for_sale_in_buch_executive_villas-44886000-8627-1.html,Added: 2 weeks ago,Houses_Property,30.286812,71.489983,32,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Shalimar Colony, Multan",26500000,7,6,4050,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_shalimar_colony_18_marla_beautiful_luxury_invester_rate_double_storey_house_available_for_sale_in_shalimar_near_to_commercial_market_colony-45841908-346-1.html,Added: 2 weeks ago,Houses_Property,30.241087,71.489875,23,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Galaxy Town, Multan",20500000,4,5,1912,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_galaxy_town_8_5_marla_brand_new_double_storey_luxury_beautiful_house_available_for_sale_in_galaxy_town_sabzazar_at_bosan_road_on_a_ideal_location-45963119-9409-1.html,Added: 2 weeks ago,Houses_Property,30.236096,71.482855,18,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Shalimar Colony, Multan",22000000,4,5,1800,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_shalimar_colony_8_marla_brand_new_altra_modern_double_storey_luxury_house_available_for_sale_at_main_shalimar_colony_attached_to_commercial_market-46778646-346-1.html,Added: 2 weeks ago,Houses_Property,30.241087,71.489875,20,Punjab,ASKARI PROPERTY ADVISOR,Buy
Multan,"Model Town, Multan",44000000,6,6,3038,Well-constructed House Available For sale In Classic Villas,https://www.zameen.com/Property/multan_model_town_13_5_brand_new_corner_triple_storey_luxury_beautiful_house_available_for_sale_in_model_town_attached_to_commercial_market-46885536-1147-1.html,Added: 2 weeks ago,Houses_Property,30.244165,71.499488,11,Punjab,ASKARI PROPERTY ADVISOR,Buy
